Organisational Family	Organisation	Category	Service Type	Price
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Social Care	Operation of Custodial Facilities	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Social Care	Transport Provision	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Social Care	Welfare to Work	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Social Care	World Programmes	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Social Care	Uncategorised	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Marketing & Media	Advertising	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Marketing & Media	Marketing	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Marketing & Media	Promotion	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Marketing & Media	Uncategorised	505824.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Accommodation Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Building Management	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Catering	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Cleaning	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Food	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Office Furniture	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Security	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Facilities	Uncategorised	490383.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Drugs & Biologicals	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Medical & Surgical Consumables	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Medical & Surgical Equipment	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Pathology	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Patients Appliances	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Radiological & Diagnostic	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Clinical & Medical	Uncategorised	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Office Consumables	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Office Machines	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Office Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Office Supplies	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Post & Courier	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Print	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Records Storage	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Reprographics	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Office Solutions	Uncategorised	81974.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Building Repair & Maintenance	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Construction Service Providers	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Construction Supplies	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Design & Build	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Main Contractors	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Prime Contractors	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Construction	Uncategorised	814884.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Hardware	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Maintenance & Support	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Managed / Outsourced Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Networking	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Software	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Systems Delivery	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Telecoms	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	ICT	Uncategorised	2090861.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Logistics	Transport	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Logistics	Warehousing & Storage	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Logistics	Uncategorised	15579.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Air	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Booking Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Coach	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Events Organisation	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Ferry	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Hotels	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Rail	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Taxi	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Vehicle Hire	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Travel	Uncategorised	117779.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Defence	Airborne Goods and Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Defence	Marine Goods and Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Defence	Military Systems	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Defence	Munitions	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Defence	Wheeled / Tracked Goods and Services	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Defence	Uncategorised	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Energy & Utilities	Electricity	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Energy & Utilities	Gas	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Energy & Utilities	Solid Fuels	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Energy & Utilities	Water	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Energy & Utilities	Uncategorised	417234.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Fuels Lubricants & Gases	Fuels	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Fuels Lubricants & Gases	Gases	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Fuels Lubricants & Gases	Lubricants	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Fuels Lubricants & Gases	Uncategorised	5469.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Vehicles	Fleet Management	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Vehicles	Leasing	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Vehicles	Purchase	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Vehicles	Vehicle Disposal	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Vehicles	Vehicle Maintenance	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Vehicles	Uncategorised	100.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Operational Goods	Animal Related Goods	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Operational Goods	Art & Exhibits	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Operational Goods	Clothing	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Operational Goods	Domestic Goods	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Operational Goods	Environmental Materials	0.00
"Department for Culture, Media and Sport"	Museum of Science and Industry - Manchester	Operational Goods	Learning & Development Materials	0.00
